name,publisher,intelligence,strength,speed,durability,power,combat,full_name,creator,alignment,gender,race,height,weight,eye_color,hair_color,skin_color,super_strength,stamina,durable,super_speed,agility,flight,accelerated_healing,reflexes,intelligent,energy_blasts,stealth,marksmanship,invulnerability,longevity,weapons_master,telepathy,enhanced_senses,force_fields,energy_absorption,enhanced_hearing,teleportation
Blackwulf,Marvel Comics,80,30,10,30,70,25,Lucian,Marvel Comics,NA,Male,Alien,188,88,Red,White,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Blade,Marvel Comics,85,30,40,50,40,90,Eric Brooks,Marvel Comics,good,Male,Vampire,188,97,Brown,Black,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Bling!,Marvel Comics,85,15,15,90,55,30,Roxanne Washington,Marvel Comics,good,Female,NA,168,68,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Blink,Marvel Comics,80,10,20,30,80,65,Clarice Ferguson,Marvel Comics,good,Female,Mutant,165,56,Green,Magenta,Pink,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Blizzard II,Marvel Comics,75,10,30,45,50,60,Donald Gill,Marvel Comics,bad,Male,NA,175,77,Brown,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Blob,Marvel Comics,60,85,25,95,30,75,Frederick J. Dukes,Marvel Comics,bad,Male,NA,178,230,Brown,Brown,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bloodaxe,Marvel Comics,85,80,35,80,100,85,Jackie Lukus,Marvel Comics,bad,Female,Human,218,495,Blue,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Blue Beetle II,DC Comics,85,45,55,65,60,80,Theodore Kord,DC Comics,good,Male,NA,183,86,Blue,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Boom-Boom,Marvel Comics,75,10,15,45,60,65,Tabitha Smith,Marvel Comics,good,Female,Mutant,165,55,Blue,Blond,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Booster Gold,DC Comics,85,85,45,70,100,40,Michael Jon Carter,DC Comics,good,Male,Human,196,97,Blue,Blond,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Brainiac,DC Comics,100,95,65,90,60,75,Vril Dox,DC Comics,bad,Male,Android,198,135,Green,No Hair,Green,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Brainiac 5,DC Comics,100,10,25,30,60,35,Querl Dox,DC Comics,good,Male,NA,170,61,Green,Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Brother Voodoo,Marvel Comics,90,60,50,70,95,60,Jericho Drumm,Marvel Comics,good,Male,Human,183,99,Brown,Brown / White,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Buffy,Dark Horse Comics,85,30,45,70,50,60,Buffy Anne Summers,Dark Horse Comics,good,Female,Human,157,52,Green,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bullseye,Marvel Comics,80,15,25,70,20,70,Lester,Marvel Comics,bad,Male,Human,183,90,blue,blond,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bumblebee,DC Comics,85,30,25,10,50,35,Karen Beecher-Duncan,DC Comics,good,Female,Human,170,59,Brown,Black,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cable,Marvel Comics,95,50,25,60,100,80,Nathan Christopher Charles Summers Dayspring,Marvel Comics,good,Male,Mutant,203,158,Blue,White,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Callisto,Marvel Comics,85,55,25,45,55,85,Callisto,Marvel Comics,bad,Female,NA,175,74,Blue,Black,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Cannonball,Marvel Comics,80,30,70,100,95,60,Samuel Zachery Guthrie,Marvel Comics,good,Male,NA,183,81,Blue,Blond,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Captain America,Marvel Comics,85,20,40,55,60,100,Steven Grant Rogers,Marvel Comics,good,Male,Human,188,108,blue,blond,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Captain Atom,DC Comics,95,95,85,90,100,80,Nathaniel Christopher Adam,DC Comics,good,Male,Human / Radiation,193,90,Blue,Silver,Silver,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Captain Britain,Marvel Comics,90,80,50,60,35,80,Brian Braddock,Marvel Comics,good,Male,Human,198,116,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Captain Marvel,Marvel Comics,95,90,75,95,100,90,Carol Susan Jane Danvers,Marvel Comics,good,Female,Human-Kree,180,74,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Captain Marvel,DC Comics,95,90,75,95,100,90,Carol Susan Jane Danvers,Marvel Comics,good,Female,Human-Kree,180,74,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Captain Marvel II,DC Comics,90,85,30,90,35,60,Frederick Christopher Freeman,DC Comics,good,Male,Human,175,74,Blue,Black,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Carnage,Marvel Comics,85,65,70,85,90,90,Cletus Kasady,Marvel Comics,bad,Male,Symbiote,185,86,Green,Red,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cat,Marvel Comics,90,85,80,90,85,80,Shirlee Bryant,Marvel Comics,good,Female,NA,173,61,Blue,Blond,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Catwoman,DC Comics,85,15,35,30,30,85,Selina Kyle,DC Comics,good,Female,Human,175,61,Green,Black,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Century,Marvel Comics,95,80,55,65,100,100,NA,Marvel Comics,good,Male,Alien,201,97,White,White,Grey,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Chamber,Marvel Comics,80,10,20,80,60,65,Jonothon Evan Starsmore,Marvel Comics,good,Male,Mutant,175,63,Brown,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Changeling,Marvel Comics,85,10,25,45,65,65,Kevin Sidney,Marvel Comics,bad,Male,NA,180,81,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Cheetah,DC Comics,75,10,45,20,35,70,Priscilla Rich,DC Comics,bad,Female,Human,163,50,Green,Blond,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cheetah II,DC Comics,75,20,45,20,40,60,Deborah Domaine,DC Comics,bad,Female,Human,170,55,Green,Brown,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cheetah III,DC Comics,95,100,90,80,80,95,Barbara Ann Minerva,DC Comics,bad,Female,Human,175,54,Brown,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Chromos,Team Epic TV,NA,NA,NA,NA,NA,NA,Bernard Embers,Team Epic TV,bad,Male,NA,185,86,Brown,Red / Grey,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Citizen Steel,DC Comics,80,95,35,100,25,60,Nathaniel Heywood,DC Comics,good,Male,Human,183,170,Green,Red,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cloak,Marvel Comics,85,10,50,65,100,60,Tyrone Johnson,Marvel Comics,good,Male,NA,226,70,brown,black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Colossus,Marvel Comics,85,85,35,100,45,80,Piotr Nikolaievitch Rasputin,Marvel Comics,good,Male,Mutant,226,225,Silver,Black,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Copycat,Marvel Comics,80,10,25,25,55,60,Vanessa Carlysle,Marvel Comics,neutral,Female,Mutant,183,67,Red,White,Blue,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cottonmouth,Marvel Comics,80,10,10,10,30,25,Burchell Clemens,Marvel Comics,bad,Male,Human,183,99,Brown,Black,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Crimson Dynamo,Marvel Comics,85,70,60,75,80,65,Anton Vanko,Marvel Comics,good,Male,NA,180,104,Brown,No Hair,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Crystal,Marvel Comics,85,20,15,15,65,60,Crystallia Amaquelin Maximoff,Marvel Comics,good,Female,Inhuman,168,50,Green,Red,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cyborg,DC Comics,90,55,45,85,75,65,Victor Stone,DC Comics,good,Male,Cyborg,198,173,Brown,Black,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Cyclops,Marvel Comics,90,10,25,45,80,80,Scott Summers,Marvel Comics,good,Male,Mutant,191,88,Brown,Brown,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Dagger,Marvel Comics,85,10,35,45,55,70,Tandy Bowen,Marvel Comics,good,Female,NA,165,52,Blue,Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Daredevil,Marvel Comics,90,15,35,35,65,100,Matthew Michael Murdock,Marvel Comics,good,Male,Human,183,90,Blue,Red,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
Darkhawk,Marvel Comics,80,35,35,70,75,65,Christopher Powell,Marvel Comics,good,Male,Human,185,81,Brown,Brown,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Darkseid,DC Comics,95,100,85,100,100,95,Uxas,DC Comics,bad,Male,New God,267,817,Red,No Hair,Grey,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Darkstar,Marvel Comics,75,10,35,45,80,65,Laynia Petrovna,Marvel Comics,good,Female,Mutant,168,56,Brown,Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Darth Vader,George Lucas,85,50,35,35,100,100,Anakin Skywalker,George Lucas,bad,Male,Cyborg,198,135,Yellow,No Hair,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Dash,Dark Horse Comics,65,15,95,60,20,30,Dashiell Robert Parr,Dark Horse Comics,good,Male,Human,122,27,Blue,Blond,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dazzler,Marvel Comics,85,10,35,60,100,55,Alison Blaire,Marvel Comics,good,Female,Mutant,173,52,Blue,Blond,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Deadman,DC Comics,80,10,35,100,100,45,Boston Brand,DC Comics,good,Male,Human,183,90,Blue,Black,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Deadpool,Marvel Comics,85,35,50,100,100,100,Wade Winston Wilson,Marvel Comics,neutral,Male,Mutant,188,95,Brown,No Hair,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Deadshot,DC Comics,80,10,25,30,55,80,Floyd Lawton,DC Comics,bad,Male,Human,185,91,Brown,Brown,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Deathlok,Marvel Comics,85,35,30,70,40,60,Luther Manning,Marvel Comics,good,Male,Cyborg,193,178,Brown,Grey,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Deathstroke,DC Comics,90,30,35,100,50,90,Slade Joseph Wilson,DC Comics,neutral,Male,Human,193,101,Blue,White,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Demogoblin,Marvel Comics,80,50,45,35,70,60,NA,Marvel Comics,bad,Male,Demon,185,95,Red,No Hair,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Destroyer,Marvel Comics,80,95,60,100,85,70,NA,Marvel Comics,bad,Male,NA,188,383,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Diamondback,Marvel Comics,75,20,25,30,45,60,Willis Stryker,Marvel Comics,bad,Male,Human,193,90,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Doc Samson,Marvel Comics,90,80,35,80,40,70,Leonard Samson,Marvel Comics,good,Male,Human / Radiation,198,171,Blue,Green,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Doctor Doom,Marvel Comics,100,35,20,100,100,85,Victor von Doom,Marvel Comics,bad,Male,Human,201,187,Brown,Brown,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Doctor Doom II,Marvel Comics,95,75,55,75,80,70,Kristoff Vernard,Marvel Comics,bad,Male,NA,201,132,Brown,Brown,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Doctor Fate,DC Comics,95,20,25,80,100,50,Kent Nelson,DC Comics,good,Male,Human,188,89,Blue,Blond,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Doctor Octopus,Marvel Comics,100,50,35,40,55,65,Otto Octavius,Marvel Comics,bad,Male,Human,175,110,Brown,Brown,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Doctor Strange,Marvel Comics,100,10,15,85,100,60,Stephen Vincent Strange,Marvel Comics,good,Male,Human,188,81,Grey,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Domino,Marvel Comics,85,10,30,30,50,75,Neena Thurman,Marvel Comics,good,Female,Human,173,54,Blue,Black,White,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Donna Troy,DC Comics,90,90,85,90,85,95,Donna Hinckley Stacey Troy,DC Comics,good,Female,Amazon,175,63,Blue,Black,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Doomsday,DC Comics,90,100,70,100,100,90,Doomsday,DC Comics,bad,Male,Alien,244,412,Red,White,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Doppelganger,Marvel Comics,50,65,60,95,70,85,NA,Marvel Comics,bad,Male,NA,196,104,White,No Hair,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Drax the Destroyer,Marvel Comics,80,80,25,85,50,65,Arthur Sampson Douglas,Marvel Comics,good,Male,Human / Altered,193,306,Red,No Hair,Green,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Elastigirl,Dark Horse Comics,85,35,35,95,55,70,Helen Parr,Dark Horse Comics,good,Female,Human,168,56,Brown,Brown,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Electro,Marvel Comics,85,10,50,60,70,65,Maxwell Dillon,Marvel Comics,bad,Male,Human,180,74,Blue,Auburn,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Elektra,Marvel Comics,85,15,30,30,60,100,Elektra Natchios,Marvel Comics,good,Female,Human,175,59,Blue,Black,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Elongated Man,DC Comics,90,10,35,90,45,40,Ralph Dibny,DC Comics,good,Male,NA,185,80,Blue,Red,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Emma Frost,Marvel Comics,90,65,35,90,100,45,Emma Frost,Marvel Comics,good,Female,NA,178,65,Blue,Blond,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Enchantress,DC Comics,85,15,25,60,100,40,NA,DC Comics,good,Female,Human,168,57,Blue,Blond,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Etrigan,DC Comics,80,85,20,100,100,50,Jason Blood,DC Comics,neutral,Male,Demon,193,203,Red,No Hair,Yellow,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Evil Deadpool,Marvel Comics,85,35,50,100,100,100,NA,Marvel Comics,bad,Male,Mutant,188,95,White,Red,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Evilhawk,Marvel Comics,80,35,35,70,85,65,Dargin Bokk,Marvel Comics,bad,Male,Alien,191,106,Red,Black,Green,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
