RespondentID,celebtrate_thanksgiving,main_dish,main_dish_other,main_dish_cooking_method,main_dish_cooking_method_other,type_stuffing_or_dressing,type_stuffing_or_dressing_other,type_cranberry_sauce,type_cranberry_sauce_other,gravy,side_brussel_sprouts,side_carrots,side_cauliflower,side_corn,side_cornbread,side_fruit_salad,side_green_beans,side_mac_and_cheese,side_mashed_potato,side_rolls_biscuits,side_squash,side_vegetable_salad,side_yams,side_other,pie_apple,pie_buttermilk,pie_cherry,pie_chocolate,pie_coconut_cream,pie_key_lime,pie_peach,pie_pecan,pie_pumpkin,pie_sweet_potato,pie_none,pie_other,dessert_apple_cobbler,desser_blondies,dessert_brownies,desser_carrot_cake,dessert_cheesecake,dessert_cookies,dessert_fudge,dessert_ice_cream,dessert_peach_cobbler,dessert_none,dessert_other,pray_before_after_meal,distance_traveled,watch_macys_parade,kids_table_age_cutoff,meet_hometown_friends,friendsgiving,shop_black_Friday,work_retail,work_black_Friday,residential_type,age,gender,household_income,US_region
4336342032,Yes,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,
4336346355,Yes,Turkey,,Other (please specify),Smoked,Bread-based,,Canned,,Yes,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Thanksgiving is happening at my home--I won't travel at all,0,18,Yes,Yes,Yes,No,,Suburban,45 - 59,Female,"$125,000 to $149,999",South Atlantic
4336348590,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Cocunut custard,0,0,0,1,0,0,0,0,0,0,0,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,10 or younger,Yes,Yes,No,No,,Suburban,45 - 59,Male,"$100,000 to $124,999",East South Central
4336351224,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,0,12,Yes,Yes,No,No,,Urban,45 - 59,Male,"$25,000 to $49,999",Pacific
4336351539,Yes,Chicken,,Fried,,Rice-based,,Canned,,Yes,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,No,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,No,No,No,Yes,Doesn't apply,Urban,18 - 29,Female,Prefer not to answer,West North Central
4336365763,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,No,Yes,No,No,,Suburban,45 - 59,Female,"$200,000 and up",South Atlantic
4336366345,Yes,Turkey,,Other (please specify),store smoked,Other (please specify),Cornbread of course...  ;),Canned,,Yes,0,0,0,1,0,0,0,1,1,0,0,0,1,green peas with pearl onion,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,Thanksgiving is happening at my home--I won't travel at all,0,21 or older,No,No,No,No,,Suburban,60+,Female,"$100,000 to $124,999",South Atlantic
4336368281,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,0,0,0,0,1,0,0,1,1,1,0,0,1,greens,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,1,10 or younger,Yes,No,Yes,No,,Urban,60+,Female,"$0 to $9,999",West South Central
4336368343,Yes,Turkey,,Roasted,,Bread-based,,Other (please specify),"Relish, Sauce, cooked whole",Yes,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,21 or older,No,No,No,No,,Rural,45 - 59,Male,"$10,000 to $24,999",Middle Atlantic
4336371555,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,0,0,0,1,0,0,1,0,1,1,0,0,0,B52 sweet potatoes ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pies above,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,1,10 or younger,No,No,No,No,,Rural,45 - 59,Female,"$125,000 to $149,999",Mountain
4336376443,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,mince meat,0,0,0,0,0,0,0,0,0,0,cake,Yes,Thanksgiving is happening at my home--I won't travel at all,0,12,No,No,No,No,,Suburban,30 - 44,Female,Prefer not to answer,East North Central
4336376803,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Shoo Fly,0,0,0,0,0,1,0,1,0,0,0,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,1,10 or younger,No,Yes,No,No,,Suburban,45 - 59,Male,"$125,000 to $149,999",Middle Atlantic
4336379876,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,0,10 or younger,No,Yes,No,No,,Urban,30 - 44,Female,Prefer not to answer,Middle Atlantic
4336381595,Yes,Chicken,,Baked,,Rice-based,,Homemade,,Yes,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,1,21 or older,Yes,No,No,No,,Urban,60+,Female,Prefer not to answer,Mountain
4336387798,Yes,Turkey,,Roasted,,Bread-based,,None,,No,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pie,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,1,21 or older,No,No,No,No,,Suburban,45 - 59,Female,"$75,000 to $99,999",East South Central
4336391382,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,0,21 or older,No,No,No,No,,Rural,60+,Male,"$10,000 to $24,999",Pacific
4336392704,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 - 59,Female,"$125,000 to $149,999",East North Central
4336399678,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Female,"$10,000 to $24,999",Mountain
4336400854,Yes,Tofurkey,,Baked,,Bread-based,,Canned,,No,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,0,10 or younger,No,Yes,No,Yes,Yes,Suburban,45 - 59,Female,"$75,000 to $99,999",Mountain
4336403233,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,10 or younger,No,No,Yes,Yes,No,Urban,18 - 29,Male,"$0 to $9,999",New England
4336403854,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,"$0 to $9,999",South Atlantic
4336403950,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is happening at my home--I won't travel at all,0,15,No,No,No,No,,Urban,45 - 59,Female,"$75,000 to $99,999",Pacific
4336405712,Yes,Turkey,,Other (please specify),Smoked,Bread-based,,Canned,,Yes,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,1,18,Yes,No,No,No,,Rural,30 - 44,Male,"$100,000 to $124,999",South Atlantic
4336409481,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Female,"$100,000 to $124,999",Pacific
4336414511,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is local--it will take place in the town I live in,1,18,No,Yes,No,No,,Urban,45 - 59,Female,"$200,000 and up",Mountain
4336420032,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,0,15,No,No,No,No,,Suburban,60+,Female,"$175,000 to $199,999",Middle Atlantic
4336421402,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Female,"$0 to $9,999",
4336422509,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pies as noted above,Yes,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,Yes,No,No,No,,Suburban,45 - 59,Female,"$75,000 to $99,999",West North Central
4336426077,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,No,No,Yes,No,,Rural,30 - 44,Female,"$75,000 to $99,999",East North Central
4336426326,Yes,Turkey,,Roasted,,None,,Homemade,,Yes,0,0,0,0,0,1,1,0,1,0,0,0,1,other vegetable dishes,0,0,0,0,0,0,0,1,0,0,0,cherry cheescake,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is happening at my home--I won't travel at all,0,12,No,No,Yes,No,,Rural,60+,Female,"$125,000 to $149,999",South Atlantic
4336433694,Yes,Turkey,,Baked,,Bread-based,,Canned,,No,0,0,0,1,0,0,1,1,1,1,0,0,1,"Potato salad, wild rice & mushroom casserole",1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,21 or older,Yes,Yes,No,No,,Suburban,30 - 44,Female,"$100,000 to $124,999",West North Central
4336442018,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,No,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,Yes,Yes,No,No,,Urban,18 - 29,Male,"$75,000 to $99,999",Middle Atlantic
4336445862,Yes,Turkey,,Fried,,Bread-based,,Canned,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,
4336448779,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,varies,No,Thanksgiving is happening at my home--I won't travel at all,0,21 or older,Yes,Yes,No,No,,Urban,60+,Male,"$175,000 to $199,999",South Atlantic
4336449973,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,0,21 or older,No,No,No,No,,Suburban,45 - 59,Male,"$0 to $9,999",East North Central
4336452468,Yes,Turkey,,Baked,,Bread-based,,Canned,,No,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is local--it will take place in the town I live in,1,12,No,No,No,No,,Rural,18 - 29,Female,"$75,000 to $99,999",West South Central
4336456213,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60+,Male,Prefer not to answer,South Atlantic
4336457715,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,0,17,No,No,No,No,,Rural,60+,Male,"$200,000 and up",East North Central
4336459298,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,14,No,No,No,No,,Suburban,60+,Male,"$50,000 to $74,999",East North Central
4336460536,Yes,Ham/Pork,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,0,12,No,Yes,Yes,No,,Urban,30 - 44,Male,"$25,000 to $49,999",Pacific
4336463294,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,Yes,Yes,Yes,Yes,Yes,Urban,30 - 44,Female,"$10,000 to $24,999",Middle Atlantic
4336464178,Yes,Other (please specify),Turkey and Vegetarian Turkey,Roasted,,Bread-based,,Homemade,,Yes,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,1,10 or younger,No,No,No,No,,Suburban,60+,Male,Prefer not to answer,Middle Atlantic
4336465104,Yes,Ham/Pork,,Baked,,Bread-based,,Other (please specify),Publix deli brand orange-cran spread,Yes,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,19,Yes,No,Yes,No,,Suburban,30 - 44,Female,"$75,000 to $99,999",South Atlantic
4336465404,Yes,Turkey,,Roasted,,Bread-based,,Other (please specify),Specialty store bought,Yes,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is local--it will take place in the town I live in,1,10 or younger,No,No,Yes,No,,Urban,60+,Male,"$75,000 to $99,999",Middle Atlantic
4336465723,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pumpkin pie,No,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,Yes,No,No,Yes,No,Suburban,60+,Male,"$50,000 to $74,999",South Atlantic
4336467288,Yes,Turkey,,I don't know,,Bread-based,,None,,No,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is local--it will take place in the town I live in,0,16,No,Yes,No,No,,Urban,18 - 29,Female,"$50,000 to $74,999",
4336471066,Yes,Ham/Pork,,Baked,,Bread-based,,Canned,,Yes,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,Yes,No,No,No,,Rural,45 - 59,Female,"$125,000 to $149,999",East North Central
4336471099,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Female,"$50,000 to $74,999",East North Central
4336471362,Yes,Other (please specify),changes every year,Other (please specify),grilled,None,,Homemade,,Yes,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,No,Yes,Yes,No,,Suburban,60+,Male,"$25,000 to $49,999",Middle Atlantic
4336477366,Yes,Turkey,,Fried,,Bread-based,,Canned,,Yes,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,0,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$25,000 to $49,999",South Atlantic
4336478617,Yes,Other (please specify),Lentil Loaf,Baked,,Bread-based,,Homemade,,Yes,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,0,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$75,000 to $99,999",East North Central
4336479126,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,11,Yes,No,No,No,,Suburban,45 - 59,Female,"$100,000 to $124,999",New England
4336480011,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,No,No,No,No,,Rural,30 - 44,Male,"$0 to $9,999",Pacific
4336482823,Yes,Turkey,,Other (please specify),O,Other (please specify),NI I dont,Homemade,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,
4336486285,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Pie,No,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,No,No,No,No,,Urban,45 - 59,Male,"$75,000 to $99,999",West South Central
4336487804,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,1,10 or younger,Yes,Yes,No,No,,Suburban,45 - 59,Male,"$200,000 and up",South Atlantic
4336490014,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pumpkin pie,No,Thanksgiving is local--it will take place in the town I live in,0,13,No,Yes,No,No,,Suburban,30 - 44,Female,"$0 to $9,999",Pacific
4336490784,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,0,13,Yes,No,No,No,,Rural,45 - 59,Female,"$50,000 to $74,999",East North Central
4336490883,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,1,21 or older,No,No,Yes,No,,Suburban,45 - 59,Male,"$75,000 to $99,999",South Atlantic
4336495665,Yes,Turkey,,Other (please specify), Cooked in bourbon and then smokes,Other (please specify),Don't to do stuffingin bourbon and then smokes,Homemade,,No,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,No,Yes,No,Yes,No,Urban,60+,Female,"$50,000 to $74,999",East North Central
4336496891,Yes,Turkey,,Roasted,,Other (please specify),Oyster,Canned,,Yes,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,1,13,Yes,No,Yes,No,,Rural,45 - 59,Male,"$200,000 and up",South Atlantic
4336497833,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,14,No,No,No,No,,Rural,60+,Female,"$75,000 to $99,999",East North Central
4336497964,Yes,Turkey,,Roasted,,None,,Homemade,,Yes,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,0,20,No,Yes,No,Yes,Yes,Rural,45 - 59,Female,Prefer not to answer,Middle Atlantic
4336498949,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is local--it will take place in the town I live in,0,12,Yes,No,No,No,,Suburban,45 - 59,Male,"$100,000 to $124,999",East North Central
4336500591,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Blueberry,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,0,10 or younger,No,No,No,No,,Urban,30 - 44,Female,"$25,000 to $49,999",New England
4336505029,Yes,Roast beef,,Roasted,,None,,Canned,,Yes,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pie,No,Thanksgiving is happening at my home--I won't travel at all,0,21 or older,No,No,No,No,,Suburban,60+,Female,"$50,000 to $74,999",South Atlantic
4336509936,Yes,Other (please specify),head cheese,I don't know,,None,,None,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,gizzards,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,No,No,No,No,,Rural,45 - 59,Male,"$200,000 and up",East North Central
4336510658,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pies will do,Yes,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,No,No,No,No,,Rural,45 - 59,Male,"$125,000 to $149,999",West South Central
4336512650,Yes,Turkey,,Other (please specify),Smoked,Bread-based,,Homemade,,Yes,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pies,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,1,10 or younger,No,No,No,No,,Rural,45 - 59,Female,"$75,000 to $99,999",East North Central
4336516793,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,No,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$25,000 to $49,999",New England
4336518573,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Yes,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,Yes,No,No,No,,Urban,30 - 44,Male,"$10,000 to $24,999",East North Central
4336520950,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,No,No,No,No,,Suburban,30 - 44,Male,Prefer not to answer,Middle Atlantic
4336522973,Yes,Turkey,,Roasted,,None,,None,,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is local--it will take place in the town I live in,0,14,No,No,No,No,,Urban,45 - 59,Female,Prefer not to answer,
4336524165,Yes,Other (please specify),Homemade vegan entree,Baked,,Bread-based,,None,,No,0,0,0,1,0,0,0,0,1,0,0,0,0,Sweet potatoes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Thanksgiving is local--it will take place in the town I live in,0,21 or older,Yes,No,No,No,,Suburban,30 - 44,Female,"$50,000 to $74,999",Middle Atlantic
4336526237,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 - 59,Male,"$200,000 and up",South Atlantic
4336527435,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Male,"$50,000 to $74,999",Pacific
4336527545,Yes,Turkey,,Baked,,Rice-based,,None,,Yes,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Yes,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,Yes,No,No,No,,Rural,60+,Male,"$25,000 to $49,999",South Atlantic
