STATE,STATENAME,ST_CASE,VEH_NO,MDRDSTRD,MDRDSTRDNAME
13,Georgia,130351,1,96,Not Reported
13,Georgia,130351,2,96,Not Reported
13,Georgia,130352,1,96,Not Reported
13,Georgia,130353,1,96,Not Reported
13,Georgia,130354,1,96,Not Reported
13,Georgia,130354,2,0,Not Distracted
13,Georgia,130355,1,96,Not Reported
13,Georgia,130355,2,96,Not Reported
13,Georgia,130355,3,96,Not Reported
13,Georgia,130356,1,96,Not Reported
13,Georgia,130357,1,96,Not Reported
13,Georgia,130357,2,96,Not Reported
13,Georgia,130358,1,96,Not Reported
13,Georgia,130359,1,96,Not Reported
13,Georgia,130359,2,0,Not Distracted
13,Georgia,130360,1,96,Not Reported
13,Georgia,130360,2,96,Not Reported
13,Georgia,130361,1,96,Not Reported
13,Georgia,130361,2,96,Not Reported
13,Georgia,130361,3,96,Not Reported
13,Georgia,130362,1,96,Not Reported
13,Georgia,130363,1,96,Not Reported
13,Georgia,130364,1,12,"Distracted by Outside Person, Object or Event"
13,Georgia,130364,2,0,Not Distracted
13,Georgia,130365,1,96,Not Reported
13,Georgia,130365,2,96,Not Reported
13,Georgia,130366,1,96,Not Reported
13,Georgia,130367,1,96,Not Reported
13,Georgia,130367,2,96,Not Reported
13,Georgia,130368,1,96,Not Reported
13,Georgia,130369,1,96,Not Reported
13,Georgia,130370,1,96,Not Reported
13,Georgia,130370,2,96,Not Reported
13,Georgia,130371,1,96,Not Reported
13,Georgia,130372,1,3,By Other Occupant(s)
13,Georgia,130373,1,96,Not Reported
13,Georgia,130373,2,96,Not Reported
13,Georgia,130373,3,96,Not Reported
13,Georgia,130373,4,96,Not Reported
13,Georgia,130373,5,96,Not Reported
13,Georgia,130374,1,96,Not Reported
13,Georgia,130375,1,96,Not Reported
13,Georgia,130375,2,96,Not Reported
13,Georgia,130377,1,96,Not Reported
13,Georgia,130377,2,96,Not Reported
13,Georgia,130378,1,96,Not Reported
13,Georgia,130378,2,96,Not Reported
13,Georgia,130379,1,96,Not Reported
13,Georgia,130379,2,96,Not Reported
13,Georgia,130380,1,96,Not Reported
13,Georgia,130380,2,96,Not Reported
13,Georgia,130381,1,96,Not Reported
13,Georgia,130381,2,96,Not Reported
13,Georgia,130382,1,96,Not Reported
13,Georgia,130382,2,96,Not Reported
13,Georgia,130383,1,96,Not Reported
13,Georgia,130384,1,5,While Talking or Listening to Mobile Phone
13,Georgia,130385,1,96,Not Reported
13,Georgia,130386,1,92,"Distraction (Distracted), Details Unknown"
13,Georgia,130386,2,16,No Driver Present/Unknown if Driver present
13,Georgia,130387,1,96,Not Reported
13,Georgia,130387,2,96,Not Reported
13,Georgia,130388,1,96,Not Reported
13,Georgia,130388,2,96,Not Reported
13,Georgia,130388,3,96,Not Reported
13,Georgia,130389,1,96,Not Reported
13,Georgia,130389,2,0,Not Distracted
13,Georgia,130390,1,96,Not Reported
13,Georgia,130391,1,3,By Other Occupant(s)
13,Georgia,130392,1,96,Not Reported
13,Georgia,130393,1,96,Not Reported
13,Georgia,130393,2,96,Not Reported
13,Georgia,130394,1,96,Not Reported
13,Georgia,130394,2,96,Not Reported
13,Georgia,130394,3,96,Not Reported
13,Georgia,130395,1,96,Not Reported
13,Georgia,130396,1,96,Not Reported
13,Georgia,130397,1,96,Not Reported
13,Georgia,130397,2,96,Not Reported
13,Georgia,130398,1,96,Not Reported
13,Georgia,130398,2,96,Not Reported
13,Georgia,130399,1,96,Not Reported
13,Georgia,130399,2,96,Not Reported
13,Georgia,130400,1,96,Not Reported
13,Georgia,130401,1,96,Not Reported
13,Georgia,130401,2,96,Not Reported
13,Georgia,130402,1,96,Not Reported
13,Georgia,130402,2,96,Not Reported
13,Georgia,130403,1,96,Not Reported
13,Georgia,130404,1,96,Not Reported
13,Georgia,130404,2,96,Not Reported
13,Georgia,130404,3,96,Not Reported
13,Georgia,130405,1,0,Not Distracted
13,Georgia,130406,1,96,Not Reported
13,Georgia,130406,2,96,Not Reported
13,Georgia,130407,1,96,Not Reported
13,Georgia,130408,1,96,Not Reported
13,Georgia,130409,1,0,Not Distracted
13,Georgia,130409,2,96,Not Reported
13,Georgia,130409,3,96,Not Reported
13,Georgia,130409,4,96,Not Reported
13,Georgia,130410,1,96,Not Reported
13,Georgia,130410,2,96,Not Reported
13,Georgia,130411,1,96,Not Reported
13,Georgia,130411,2,96,Not Reported
13,Georgia,130411,3,96,Not Reported
13,Georgia,130412,1,0,Not Distracted
13,Georgia,130412,2,96,Not Reported
13,Georgia,130412,3,96,Not Reported
13,Georgia,130413,1,96,Not Reported
13,Georgia,130413,2,96,Not Reported
13,Georgia,130414,1,96,Not Reported
13,Georgia,130415,1,96,Not Reported
13,Georgia,130415,2,96,Not Reported
13,Georgia,130416,1,96,Not Reported
13,Georgia,130416,2,96,Not Reported
13,Georgia,130417,1,96,Not Reported
13,Georgia,130418,1,96,Not Reported
13,Georgia,130418,2,96,Not Reported
13,Georgia,130419,1,96,Not Reported
13,Georgia,130420,1,96,Not Reported
13,Georgia,130421,1,96,Not Reported
13,Georgia,130422,1,16,No Driver Present/Unknown if Driver present
13,Georgia,130422,2,96,Not Reported
13,Georgia,130423,1,96,Not Reported
13,Georgia,130424,1,96,Not Reported
13,Georgia,130425,1,0,Not Distracted
13,Georgia,130426,1,96,Not Reported
13,Georgia,130427,1,96,Not Reported
13,Georgia,130427,2,96,Not Reported
13,Georgia,130428,1,96,Not Reported
13,Georgia,130429,1,96,Not Reported
13,Georgia,130430,1,5,While Talking or Listening to Mobile Phone
13,Georgia,130430,2,96,Not Reported
13,Georgia,130431,1,96,Not Reported
13,Georgia,130431,2,96,Not Reported
13,Georgia,130432,1,96,Not Reported
13,Georgia,130433,1,96,Not Reported
13,Georgia,130434,1,96,Not Reported
13,Georgia,130434,2,96,Not Reported
13,Georgia,130435,1,96,Not Reported
13,Georgia,130436,1,96,Not Reported
13,Georgia,130436,2,96,Not Reported
13,Georgia,130437,1,96,Not Reported
13,Georgia,130437,2,96,Not Reported
13,Georgia,130438,1,96,Not Reported
13,Georgia,130438,2,0,Not Distracted
13,Georgia,130439,1,96,Not Reported
13,Georgia,130440,1,0,Not Distracted
13,Georgia,130440,2,96,Not Reported
13,Georgia,130440,3,96,Not Reported
13,Georgia,130442,1,96,Not Reported
13,Georgia,130442,2,96,Not Reported
13,Georgia,130443,1,96,Not Reported
13,Georgia,130444,1,96,Not Reported
13,Georgia,130444,2,96,Not Reported
13,Georgia,130445,1,96,Not Reported
13,Georgia,130446,1,96,Not Reported
13,Georgia,130446,2,96,Not Reported
13,Georgia,130447,1,96,Not Reported
13,Georgia,130447,2,96,Not Reported
13,Georgia,130448,1,96,Not Reported
13,Georgia,130449,1,96,Not Reported
13,Georgia,130449,2,96,Not Reported
13,Georgia,130450,1,96,Not Reported
13,Georgia,130450,2,96,Not Reported
13,Georgia,130451,1,96,Not Reported
13,Georgia,130451,2,96,Not Reported
13,Georgia,130452,1,96,Not Reported
13,Georgia,130453,1,96,Not Reported
13,Georgia,130453,2,96,Not Reported
13,Georgia,130454,1,96,Not Reported
13,Georgia,130455,1,12,"Distracted by Outside Person, Object or Event"
13,Georgia,130456,1,96,Not Reported
13,Georgia,130456,2,0,Not Distracted
13,Georgia,130456,3,0,Not Distracted
13,Georgia,130457,1,96,Not Reported
13,Georgia,130457,2,96,Not Reported
13,Georgia,130458,1,96,Not Reported
13,Georgia,130458,2,96,Not Reported
13,Georgia,130459,1,96,Not Reported
13,Georgia,130459,2,96,Not Reported
13,Georgia,130459,3,0,Not Distracted
13,Georgia,130460,1,96,Not Reported
13,Georgia,130461,1,96,Not Reported
13,Georgia,130461,2,96,Not Reported
13,Georgia,130462,1,96,Not Reported
13,Georgia,130463,1,6,While Manipulating Mobile Phone
13,Georgia,130464,1,96,Not Reported
13,Georgia,130465,1,96,Not Reported
13,Georgia,130466,1,96,Not Reported
13,Georgia,130466,2,96,Not Reported
13,Georgia,130467,1,96,Not Reported
13,Georgia,130468,1,96,Not Reported
13,Georgia,130468,2,96,Not Reported
13,Georgia,130468,3,96,Not Reported
13,Georgia,130469,1,96,Not Reported
13,Georgia,130469,2,96,Not Reported
13,Georgia,130470,1,15,Other Mobile Phone Related
13,Georgia,130470,2,96,Not Reported
13,Georgia,130470,3,96,Not Reported
13,Georgia,130471,1,96,Not Reported
13,Georgia,130471,2,96,Not Reported
13,Georgia,130472,1,96,Not Reported
13,Georgia,130472,2,96,Not Reported
13,Georgia,130472,3,96,Not Reported
13,Georgia,130472,4,96,Not Reported
13,Georgia,130473,1,96,Not Reported
13,Georgia,130474,1,96,Not Reported
13,Georgia,130474,2,96,Not Reported
13,Georgia,130475,1,96,Not Reported
13,Georgia,130476,1,96,Not Reported
13,Georgia,130477,1,96,Not Reported
13,Georgia,130477,2,96,Not Reported
13,Georgia,130478,1,96,Not Reported
13,Georgia,130479,1,96,Not Reported
13,Georgia,130480,1,96,Not Reported
13,Georgia,130480,2,96,Not Reported
13,Georgia,130480,3,96,Not Reported
13,Georgia,130481,1,96,Not Reported
13,Georgia,130481,2,96,Not Reported
13,Georgia,130482,1,96,Not Reported
13,Georgia,130483,1,96,Not Reported
13,Georgia,130483,3,96,Not Reported
13,Georgia,130484,1,96,Not Reported
13,Georgia,130486,1,96,Not Reported
13,Georgia,130487,1,96,Not Reported
13,Georgia,130488,1,96,Not Reported
13,Georgia,130488,2,96,Not Reported
13,Georgia,130489,1,96,Not Reported
13,Georgia,130489,2,96,Not Reported
13,Georgia,130489,3,96,Not Reported
13,Georgia,130490,1,96,Not Reported
13,Georgia,130491,1,96,Not Reported
13,Georgia,130491,2,96,Not Reported
13,Georgia,130492,1,96,Not Reported
13,Georgia,130493,1,96,Not Reported
13,Georgia,130493,2,96,Not Reported
13,Georgia,130493,3,96,Not Reported
13,Georgia,130494,1,96,Not Reported
13,Georgia,130494,2,96,Not Reported
13,Georgia,130495,1,96,Not Reported
13,Georgia,130496,1,96,Not Reported
13,Georgia,130496,2,96,Not Reported
13,Georgia,130497,1,96,Not Reported
13,Georgia,130498,1,96,Not Reported
13,Georgia,130499,1,96,Not Reported
13,Georgia,130500,1,96,Not Reported
13,Georgia,130500,2,96,Not Reported
13,Georgia,130501,1,96,Not Reported
13,Georgia,130501,2,0,Not Distracted
13,Georgia,130501,3,0,Not Distracted
13,Georgia,130502,1,96,Not Reported
13,Georgia,130503,1,96,Not Reported
13,Georgia,130503,2,96,Not Reported
13,Georgia,130504,1,96,Not Reported
13,Georgia,130504,2,96,Not Reported
13,Georgia,130505,1,96,Not Reported
13,Georgia,130505,2,0,Not Distracted
13,Georgia,130506,1,96,Not Reported
13,Georgia,130507,1,96,Not Reported
13,Georgia,130507,2,0,Not Distracted
13,Georgia,130507,3,0,Not Distracted
13,Georgia,130507,4,0,Not Distracted
13,Georgia,130507,5,96,Not Reported
13,Georgia,130508,1,96,Not Reported
13,Georgia,130509,1,96,Not Reported
13,Georgia,130509,2,96,Not Reported
13,Georgia,130510,1,96,Not Reported
13,Georgia,130512,1,96,Not Reported
13,Georgia,130513,1,0,Not Distracted
13,Georgia,130514,1,96,Not Reported
13,Georgia,130515,1,0,Not Distracted
13,Georgia,130516,1,96,Not Reported
13,Georgia,130516,2,96,Not Reported
13,Georgia,130517,1,96,Not Reported
13,Georgia,130518,1,96,Not Reported
13,Georgia,130519,1,0,Not Distracted
13,Georgia,130520,1,96,Not Reported
13,Georgia,130521,1,96,Not Reported
13,Georgia,130522,1,96,Not Reported
13,Georgia,130523,1,96,Not Reported
13,Georgia,130523,2,96,Not Reported
13,Georgia,130524,1,96,Not Reported
13,Georgia,130525,1,96,Not Reported
13,Georgia,130525,2,96,Not Reported
13,Georgia,130526,1,96,Not Reported
13,Georgia,130527,1,96,Not Reported
13,Georgia,130527,2,96,Not Reported
13,Georgia,130528,1,96,Not Reported
13,Georgia,130528,2,96,Not Reported
13,Georgia,130529,1,96,Not Reported
13,Georgia,130530,1,0,Not Distracted
13,Georgia,130530,2,96,Not Reported
13,Georgia,130531,1,96,Not Reported
13,Georgia,130531,2,96,Not Reported
13,Georgia,130532,1,17,Distraction/Inattention
13,Georgia,130532,2,17,Distraction/Inattention
13,Georgia,130533,1,96,Not Reported
13,Georgia,130534,1,96,Not Reported
13,Georgia,130535,1,96,Not Reported
13,Georgia,130535,2,96,Not Reported
13,Georgia,130536,1,96,Not Reported
13,Georgia,130537,1,96,Not Reported
13,Georgia,130538,1,96,Not Reported
13,Georgia,130539,1,96,Not Reported
13,Georgia,130539,2,96,Not Reported
13,Georgia,130540,1,96,Not Reported
13,Georgia,130540,2,0,Not Distracted
13,Georgia,130541,1,96,Not Reported
13,Georgia,130541,2,96,Not Reported
13,Georgia,130542,1,96,Not Reported
13,Georgia,130543,1,96,Not Reported
13,Georgia,130544,1,96,Not Reported
13,Georgia,130544,2,96,Not Reported
13,Georgia,130545,1,96,Not Reported
13,Georgia,130545,2,16,No Driver Present/Unknown if Driver present
13,Georgia,130545,3,0,Not Distracted
13,Georgia,130546,1,96,Not Reported
13,Georgia,130547,1,96,Not Reported
13,Georgia,130547,2,96,Not Reported
13,Georgia,130548,1,96,Not Reported
13,Georgia,130548,2,96,Not Reported
13,Georgia,130549,1,96,Not Reported
13,Georgia,130550,1,96,Not Reported
13,Georgia,130551,1,96,Not Reported
13,Georgia,130552,1,96,Not Reported
13,Georgia,130552,2,96,Not Reported
13,Georgia,130553,1,96,Not Reported
13,Georgia,130554,1,0,Not Distracted
13,Georgia,130555,1,96,Not Reported
13,Georgia,130556,1,96,Not Reported
13,Georgia,130556,2,96,Not Reported
13,Georgia,130557,1,96,Not Reported
13,Georgia,130558,1,96,Not Reported
13,Georgia,130558,2,96,Not Reported
13,Georgia,130559,1,96,Not Reported
13,Georgia,130560,1,96,Not Reported
13,Georgia,130561,1,0,Not Distracted
13,Georgia,130562,1,96,Not Reported
13,Georgia,130563,1,96,Not Reported
13,Georgia,130563,2,96,Not Reported
13,Georgia,130564,1,96,Not Reported
13,Georgia,130565,1,96,Not Reported
13,Georgia,130565,2,96,Not Reported
13,Georgia,130566,1,96,Not Reported
13,Georgia,130566,2,96,Not Reported
13,Georgia,130567,1,96,Not Reported
13,Georgia,130568,1,96,Not Reported
13,Georgia,130568,2,96,Not Reported
13,Georgia,130568,3,96,Not Reported
13,Georgia,130569,1,96,Not Reported
13,Georgia,130569,2,0,Not Distracted
13,Georgia,130570,1,96,Not Reported
13,Georgia,130570,2,96,Not Reported
13,Georgia,130570,3,96,Not Reported
13,Georgia,130571,1,96,Not Reported
13,Georgia,130572,1,96,Not Reported
13,Georgia,130572,2,96,Not Reported
13,Georgia,130573,1,96,Not Reported
13,Georgia,130573,2,16,No Driver Present/Unknown if Driver present
13,Georgia,130575,1,96,Not Reported
13,Georgia,130575,2,96,Not Reported
13,Georgia,130576,1,0,Not Distracted
13,Georgia,130576,2,0,Not Distracted
13,Georgia,130576,3,96,Not Reported
13,Georgia,130576,4,96,Not Reported
13,Georgia,130577,1,96,Not Reported
13,Georgia,130578,1,96,Not Reported
13,Georgia,130579,1,96,Not Reported
13,Georgia,130579,2,96,Not Reported
13,Georgia,130579,3,0,Not Distracted
13,Georgia,130580,1,96,Not Reported
13,Georgia,130580,2,96,Not Reported
13,Georgia,130580,3,0,Not Distracted
13,Georgia,130581,1,96,Not Reported
13,Georgia,130581,2,0,Not Distracted
13,Georgia,130582,1,96,Not Reported
13,Georgia,130583,1,96,Not Reported
13,Georgia,130584,1,96,Not Reported
13,Georgia,130585,1,96,Not Reported
13,Georgia,130585,2,96,Not Reported
13,Georgia,130586,1,96,Not Reported
13,Georgia,130586,2,96,Not Reported
13,Georgia,130587,1,96,Not Reported
13,Georgia,130588,1,96,Not Reported
13,Georgia,130588,2,96,Not Reported
13,Georgia,130589,1,96,Not Reported
13,Georgia,130590,1,96,Not Reported
13,Georgia,130590,3,96,Not Reported
13,Georgia,130591,1,96,Not Reported
13,Georgia,130592,1,96,Not Reported
13,Georgia,130592,2,96,Not Reported
13,Georgia,130593,1,96,Not Reported
13,Georgia,130594,1,96,Not Reported
13,Georgia,130594,2,0,Not Distracted
13,Georgia,130595,1,96,Not Reported
13,Georgia,130595,2,96,Not Reported
13,Georgia,130596,1,96,Not Reported
13,Georgia,130596,2,96,Not Reported
13,Georgia,130597,1,96,Not Reported
13,Georgia,130598,1,96,Not Reported
13,Georgia,130599,1,96,Not Reported
13,Georgia,130599,2,96,Not Reported
13,Georgia,130600,1,96,Not Reported
13,Georgia,130600,2,96,Not Reported
13,Georgia,130601,1,96,Not Reported
13,Georgia,130601,2,96,Not Reported
13,Georgia,130601,3,0,Not Distracted
13,Georgia,130602,1,96,Not Reported
13,Georgia,130602,2,0,Not Distracted
13,Georgia,130603,1,96,Not Reported
13,Georgia,130604,1,96,Not Reported
13,Georgia,130605,1,96,Not Reported
13,Georgia,130605,2,96,Not Reported
13,Georgia,130606,1,96,Not Reported
13,Georgia,130606,2,96,Not Reported
13,Georgia,130607,1,96,Not Reported
13,Georgia,130607,2,96,Not Reported
13,Georgia,130607,3,0,Not Distracted
13,Georgia,130608,1,96,Not Reported
13,Georgia,130609,1,96,Not Reported
13,Georgia,130609,2,96,Not Reported
13,Georgia,130610,1,96,Not Reported
13,Georgia,130610,2,96,Not Reported
13,Georgia,130611,1,96,Not Reported
13,Georgia,130612,1,96,Not Reported
13,Georgia,130612,2,96,Not Reported
13,Georgia,130613,1,96,Not Reported
13,Georgia,130614,1,96,Not Reported
13,Georgia,130614,2,96,Not Reported
13,Georgia,130615,1,96,Not Reported
13,Georgia,130616,1,96,Not Reported
13,Georgia,130616,2,96,Not Reported
13,Georgia,130617,1,96,Not Reported
13,Georgia,130618,1,96,Not Reported
13,Georgia,130619,1,96,Not Reported
13,Georgia,130620,1,5,While Talking or Listening to Mobile Phone
13,Georgia,130621,1,96,Not Reported
13,Georgia,130621,2,96,Not Reported
13,Georgia,130621,3,96,Not Reported
13,Georgia,130622,1,96,Not Reported
13,Georgia,130623,1,96,Not Reported
13,Georgia,130624,1,96,Not Reported
13,Georgia,130625,1,96,Not Reported
13,Georgia,130625,2,96,Not Reported
13,Georgia,130625,3,96,Not Reported
13,Georgia,130626,1,96,Not Reported
13,Georgia,130626,2,96,Not Reported
13,Georgia,130627,1,96,Not Reported
13,Georgia,130628,1,96,Not Reported
13,Georgia,130629,1,96,Not Reported
13,Georgia,130629,2,96,Not Reported
13,Georgia,130630,1,96,Not Reported
13,Georgia,130630,2,96,Not Reported
13,Georgia,130631,1,96,Not Reported
13,Georgia,130631,2,96,Not Reported
13,Georgia,130632,1,96,Not Reported
13,Georgia,130633,1,96,Not Reported
13,Georgia,130634,1,96,Not Reported
13,Georgia,130634,2,96,Not Reported
13,Georgia,130635,1,96,Not Reported
13,Georgia,130635,2,0,Not Distracted
13,Georgia,130636,1,96,Not Reported
13,Georgia,130636,2,96,Not Reported
13,Georgia,130637,1,96,Not Reported
13,Georgia,130637,2,96,Not Reported
13,Georgia,130638,1,0,Not Distracted
13,Georgia,130638,2,96,Not Reported
13,Georgia,130639,1,96,Not Reported
13,Georgia,130639,2,96,Not Reported
13,Georgia,130640,1,0,Not Distracted
13,Georgia,130640,2,96,Not Reported
13,Georgia,130640,3,96,Not Reported
13,Georgia,130641,1,96,Not Reported
13,Georgia,130641,2,96,Not Reported
13,Georgia,130642,1,96,Not Reported
13,Georgia,130642,2,96,Not Reported
13,Georgia,130643,1,96,Not Reported
13,Georgia,130643,2,96,Not Reported
13,Georgia,130644,1,96,Not Reported
13,Georgia,130645,1,96,Not Reported
13,Georgia,130646,1,96,Not Reported
13,Georgia,130646,2,96,Not Reported
13,Georgia,130647,1,96,Not Reported
13,Georgia,130647,2,96,Not Reported
13,Georgia,130647,3,96,Not Reported
13,Georgia,130648,1,96,Not Reported
13,Georgia,130648,2,96,Not Reported
13,Georgia,130649,1,6,While Manipulating Mobile Phone
13,Georgia,130650,1,96,Not Reported
13,Georgia,130650,2,96,Not Reported
13,Georgia,130651,1,96,Not Reported
13,Georgia,130652,1,96,Not Reported
13,Georgia,130653,1,96,Not Reported
13,Georgia,130653,2,96,Not Reported
13,Georgia,130654,1,96,Not Reported
13,Georgia,130654,2,96,Not Reported
13,Georgia,130655,1,96,Not Reported
13,Georgia,130655,2,96,Not Reported
13,Georgia,130656,1,96,Not Reported
13,Georgia,130656,2,96,Not Reported
13,Georgia,130656,3,96,Not Reported
13,Georgia,130657,1,96,Not Reported
13,Georgia,130658,1,96,Not Reported
13,Georgia,130658,2,96,Not Reported
13,Georgia,130659,1,0,Not Distracted
13,Georgia,130660,1,96,Not Reported
13,Georgia,130660,2,96,Not Reported
13,Georgia,130661,1,0,Not Distracted
13,Georgia,130662,1,96,Not Reported
13,Georgia,130663,1,96,Not Reported
13,Georgia,130664,1,96,Not Reported
13,Georgia,130664,2,96,Not Reported
13,Georgia,130664,3,96,Not Reported
13,Georgia,130665,1,96,Not Reported
13,Georgia,130666,1,96,Not Reported
13,Georgia,130667,1,96,Not Reported
13,Georgia,130667,2,96,Not Reported
13,Georgia,130668,1,96,Not Reported
13,Georgia,130668,2,96,Not Reported
13,Georgia,130669,1,96,Not Reported
13,Georgia,130670,1,96,Not Reported
13,Georgia,130670,2,0,Not Distracted
13,Georgia,130671,1,96,Not Reported
13,Georgia,130672,1,96,Not Reported
13,Georgia,130672,2,96,Not Reported
13,Georgia,130673,1,96,Not Reported
13,Georgia,130673,2,0,Not Distracted
13,Georgia,130674,1,96,Not Reported
13,Georgia,130674,2,96,Not Reported
13,Georgia,130675,1,96,Not Reported
13,Georgia,130675,2,96,Not Reported
13,Georgia,130676,1,96,Not Reported
13,Georgia,130677,1,96,Not Reported
13,Georgia,130678,1,96,Not Reported
13,Georgia,130678,2,96,Not Reported
13,Georgia,130679,1,0,Not Distracted
13,Georgia,130679,2,96,Not Reported
13,Georgia,130679,3,96,Not Reported
13,Georgia,130680,1,96,Not Reported
13,Georgia,130680,2,0,Not Distracted
13,Georgia,130681,1,96,Not Reported
13,Georgia,130681,2,96,Not Reported
13,Georgia,130682,1,96,Not Reported
13,Georgia,130683,1,0,Not Distracted
13,Georgia,130684,1,16,No Driver Present/Unknown if Driver present
13,Georgia,130684,2,96,Not Reported
13,Georgia,130685,1,96,Not Reported
13,Georgia,130686,1,96,Not Reported
13,Georgia,130687,1,96,Not Reported
13,Georgia,130688,1,0,Not Distracted
13,Georgia,130689,1,96,Not Reported
13,Georgia,130689,2,0,Not Distracted
13,Georgia,130690,1,96,Not Reported
13,Georgia,130690,2,96,Not Reported
13,Georgia,130691,1,96,Not Reported
13,Georgia,130691,2,96,Not Reported
13,Georgia,130692,1,96,Not Reported
13,Georgia,130693,1,96,Not Reported
13,Georgia,130693,2,96,Not Reported
13,Georgia,130694,1,96,Not Reported
13,Georgia,130695,1,96,Not Reported
13,Georgia,130696,1,96,Not Reported
13,Georgia,130696,2,96,Not Reported
13,Georgia,130697,1,96,Not Reported
13,Georgia,130697,2,96,Not Reported
13,Georgia,130698,1,96,Not Reported
13,Georgia,130699,1,96,Not Reported
13,Georgia,130700,1,96,Not Reported
13,Georgia,130701,1,96,Not Reported
13,Georgia,130701,2,96,Not Reported
13,Georgia,130703,1,96,Not Reported
13,Georgia,130704,1,96,Not Reported
13,Georgia,130704,2,96,Not Reported
13,Georgia,130705,1,96,Not Reported
13,Georgia,130706,1,96,Not Reported
13,Georgia,130707,1,96,Not Reported
13,Georgia,130708,1,96,Not Reported
13,Georgia,130709,1,96,Not Reported
13,Georgia,130710,1,96,Not Reported
13,Georgia,130710,2,96,Not Reported
13,Georgia,130710,3,96,Not Reported
13,Georgia,130710,4,96,Not Reported
13,Georgia,130710,5,96,Not Reported
13,Georgia,130711,1,96,Not Reported
13,Georgia,130712,1,96,Not Reported
13,Georgia,130713,1,96,Not Reported
13,Georgia,130713,2,96,Not Reported
13,Georgia,130714,1,96,Not Reported
13,Georgia,130714,2,96,Not Reported
13,Georgia,130715,1,96,Not Reported
13,Georgia,130715,2,96,Not Reported
13,Georgia,130716,1,96,Not Reported
13,Georgia,130717,1,96,Not Reported
13,Georgia,130718,1,96,Not Reported
13,Georgia,130718,2,96,Not Reported
13,Georgia,130719,1,96,Not Reported
13,Georgia,130720,1,96,Not Reported
13,Georgia,130720,2,96,Not Reported
13,Georgia,130721,1,96,Not Reported
13,Georgia,130722,1,96,Not Reported
13,Georgia,130724,1,96,Not Reported
13,Georgia,130725,1,96,Not Reported
13,Georgia,130726,1,96,Not Reported
13,Georgia,130726,2,0,Not Distracted
13,Georgia,130727,1,96,Not Reported
13,Georgia,130727,2,96,Not Reported
13,Georgia,130727,3,96,Not Reported
13,Georgia,130728,1,96,Not Reported
13,Georgia,130728,2,96,Not Reported
13,Georgia,130729,1,96,Not Reported
13,Georgia,130730,1,96,Not Reported
13,Georgia,130730,2,96,Not Reported
13,Georgia,130732,1,96,Not Reported
13,Georgia,130732,2,96,Not Reported
13,Georgia,130733,1,96,Not Reported
13,Georgia,130733,2,0,Not Distracted
13,Georgia,130734,1,96,Not Reported
13,Georgia,130734,2,96,Not Reported
13,Georgia,130735,1,96,Not Reported
13,Georgia,130735,2,96,Not Reported
13,Georgia,130736,1,96,Not Reported
13,Georgia,130737,1,96,Not Reported
13,Georgia,130738,1,96,Not Reported
13,Georgia,130739,1,96,Not Reported
13,Georgia,130740,1,96,Not Reported
13,Georgia,130740,2,96,Not Reported
13,Georgia,130741,1,96,Not Reported
13,Georgia,130742,1,96,Not Reported
13,Georgia,130742,2,0,Not Distracted
13,Georgia,130743,1,96,Not Reported
13,Georgia,130744,1,96,Not Reported
13,Georgia,130745,1,96,Not Reported
13,Georgia,130745,2,12,"Distracted by Outside Person, Object or Event"
13,Georgia,130746,1,96,Not Reported
13,Georgia,130746,3,96,Not Reported
13,Georgia,130747,1,96,Not Reported
13,Georgia,130747,2,96,Not Reported
13,Georgia,130747,3,96,Not Reported
13,Georgia,130748,1,96,Not Reported
13,Georgia,130748,2,96,Not Reported
13,Georgia,130749,1,96,Not Reported
13,Georgia,130750,1,0,Not Distracted
13,Georgia,130750,2,96,Not Reported
13,Georgia,130751,1,0,Not Distracted
13,Georgia,130751,2,0,Not Distracted
13,Georgia,130752,1,0,Not Distracted
13,Georgia,130753,1,96,Not Reported
13,Georgia,130753,2,96,Not Reported
13,Georgia,130754,1,0,Not Distracted
13,Georgia,130755,1,96,Not Reported
13,Georgia,130755,2,96,Not Reported
13,Georgia,130756,1,96,Not Reported
13,Georgia,130756,2,96,Not Reported
13,Georgia,130757,1,96,Not Reported
13,Georgia,130758,1,96,Not Reported
13,Georgia,130758,2,96,Not Reported
13,Georgia,130759,1,96,Not Reported
13,Georgia,130759,2,96,Not Reported
13,Georgia,130760,1,96,Not Reported
13,Georgia,130761,1,96,Not Reported
13,Georgia,130761,2,96,Not Reported
13,Georgia,130761,3,96,Not Reported
13,Georgia,130762,1,96,Not Reported
13,Georgia,130763,1,96,Not Reported
13,Georgia,130764,1,96,Not Reported
13,Georgia,130765,1,96,Not Reported
13,Georgia,130766,1,96,Not Reported
13,Georgia,130767,1,96,Not Reported
13,Georgia,130768,1,96,Not Reported
13,Georgia,130768,2,96,Not Reported
13,Georgia,130769,1,96,Not Reported
13,Georgia,130769,2,96,Not Reported
13,Georgia,130770,1,96,Not Reported
13,Georgia,130771,1,0,Not Distracted
13,Georgia,130772,1,96,Not Reported
13,Georgia,130773,1,0,Not Distracted
13,Georgia,130773,2,96,Not Reported
13,Georgia,130774,1,96,Not Reported
13,Georgia,130774,2,0,Not Distracted
13,Georgia,130775,1,0,Not Distracted
13,Georgia,130776,1,96,Not Reported
13,Georgia,130777,1,96,Not Reported
13,Georgia,130777,2,96,Not Reported
