STATE,STATENAME,ST_CASE,VEH_NO,PER_NO,NMHELMET,NMHELMETNAME,NMPROPAD,NMPROPADNAME,NMOTHPRO,NMOTHPRONAME,NMREFCLO,NMREFCLONAME,NMLIGHT,NMLIGHTNAME,NMOTHPRE,NMOTHPRENAME
6,California,60292,0,1,2,Yes,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60297,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
6,California,60299,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60302,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60303,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60304,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60315,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60317,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60318,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60322,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60323,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60326,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60326,0,2,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60326,0,3,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60329,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60330,0,1,2,Yes,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60342,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
6,California,60345,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60346,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60347,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60348,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60349,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60351,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
6,California,60353,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60360,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60363,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60365,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60369,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60370,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60373,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60374,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60375,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60378,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60379,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60380,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60381,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60382,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60386,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,1,No,1,No
6,California,60389,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60391,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60393,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60394,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60397,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60398,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60399,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60402,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60402,0,2,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60402,0,3,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60402,0,4,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60412,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60413,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60420,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60423,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60424,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60426,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60430,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60433,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,1,No,1,No
6,California,60434,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60436,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60440,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60441,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60443,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60445,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60447,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60449,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60451,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60452,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60452,0,2,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60453,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60454,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60455,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60456,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60457,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60459,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60460,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60461,0,1,2,Yes,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60462,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60463,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60469,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60471,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60476,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60480,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60481,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60482,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60483,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60484,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60486,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60487,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60490,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60492,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60493,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60494,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60495,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,1,No,1,No
6,California,60499,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60501,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60502,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60513,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60515,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60517,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60519,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60533,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60534,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60535,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60536,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60537,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60543,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60546,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60550,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60551,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60553,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60554,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60556,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60559,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,1,No,8,Not Reported
6,California,60566,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60571,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60572,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60576,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60580,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60583,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60584,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60587,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60588,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60590,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60591,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60592,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60597,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60598,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60599,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60601,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60618,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,1,No,8,Not Reported
6,California,60622,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
6,California,60623,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60624,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60625,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60632,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60633,0,1,1,No,1,No,8,Not Reported,1,No,1,No,8,Not Reported
6,California,60640,0,1,2,Yes,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60641,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60645,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60646,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60647,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60650,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,1,No,8,Not Reported
6,California,60651,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60652,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60652,0,2,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60654,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60659,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60660,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60663,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60668,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60669,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60670,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60673,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,1,No,8,Not Reported
6,California,60678,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60679,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60680,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60682,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60683,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60684,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60690,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60693,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60699,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60714,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60717,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60720,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60724,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60729,0,1,1,No,1,No,1,No,1,No,1,No,1,No
6,California,60730,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60736,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60742,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60743,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60745,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60745,0,2,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60746,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60748,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60749,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60750,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60756,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60758,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60759,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60762,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60767,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60770,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60772,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60775,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60776,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60776,0,2,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60779,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60782,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60786,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60792,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60794,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60795,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60797,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60800,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60806,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60807,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,1,No,8,Not Reported
6,California,60815,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60816,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60819,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60822,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60823,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60824,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60825,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60827,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60828,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60831,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60837,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60838,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60846,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60847,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60850,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60851,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60851,0,2,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60854,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60855,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60860,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60861,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60862,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60863,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60864,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60866,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60870,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60872,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60875,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60881,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60883,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,1,No,8,Not Reported
6,California,60884,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60890,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
6,California,60892,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60894,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60895,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60905,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60910,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60912,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60919,0,1,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60922,0,1,1,No,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported,8,Not Reported
6,California,60923,0,1,8,Not Reported,8,Not Reported,8,Not Reported,1,No,8,Not Reported,8,Not Reported
