"STATE","STATENAME","ST_CASE","VEH_NO","PVE_FORMS","PNUMOCCS","PNUMOCCSNAME","PDAY","PDAYNAME","PMONTH","PMONTHNAME","PHOUR","PHOURNAME","PMINUTE","PMINUTENAME","PHARM_EV","PHARM_EVNAME","PMAN_COLL","PMAN_COLLNAME","PTYPE","PTYPENAME","PHIT_RUN","PHIT_RUNNAME","PREG_STAT","PREG_STATNAME","POWNER","POWNERNAME","PMAKE","PMAKENAME","PMODEL","PMAK_MOD","PBODYTYP","PBODYTYPNAME","PMODYEAR","PMODYEARNAME","PVIN","PVINNAME","PVIN_1","PVIN_2","PVIN_3","PVIN_4","PVIN_5","PVIN_6","PVIN_7","PVIN_8","PVIN_9","PVIN_10","PVIN_11","PVIN_12","PTRAILER","PTRAILERNAME","PMCARR_I1","PMCARR_I1NAME","PMCARR_I2","PMCARR_I2NAME","PMCARR_ID","PMCARR_IDNAME","PGVWR","PGVWRNAME","PV_CONFIG","PV_CONFIGNAME","PCARGTYP","PCARGTYPNAME","PHAZ_INV","PHAZ_INVNAME","PHAZPLAC","PHAZPLACNAME","PHAZ_ID","PHAZ_IDNAME","PHAZ_CNO","PHAZ_CNONAME","PHAZ_REL","PHAZ_RELNAME","PBUS_USE","PBUS_USENAME","PSP_USE","PSP_USENAME","PEM_USE","PEM_USENAME","PUNDERIDE","PUNDERIDENAME","PIMPACT1","PIMPACT1NAME","PVEH_SEV","PVEH_SEVNAME","PTOWED","PTOWEDNAME","PM_HARM","PM_HARMNAME","PVEH_SC1","PVEH_SC1NAME","PVEH_SC2","PVEH_SC2NAME","PFIRE","PFIRENAME","PDEATHS","PTRLR1VIN","PTRLR1VINNAME","PTRLR2VIN","PTRLR2VINNAME","PTRLR3VIN","PTRLR3VINNAME"
8,"Colorado",80440,3,1,0,"None",16,16,10,"October",3,"3:00am-3:59am",10,10,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",8,"Colorado",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",2,"Jeep / Kaiser-Jeep / Willys- Jeep",404,"Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.)",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2000,2000,"1J4FF48SXYL1","1J4FF48SXYL1",1,"J",4,"F","F",4,8,"S","X","Y","L",1,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",4,"Functional Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
8,"Colorado",80461,2,1,0,"None",14,14,8,"August",23,"11:00pm-11:59pm",14,14,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",8,"Colorado",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",30,"Volkswagen",402,"Volkswagen Tiguan",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2017,2017,"WVGSV7AX7HW5","WVGSV7AX7HW5","W","V","G","S","V",7,"A","X",7,"H","W",5,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",7,"7 Clock Point",0,"No Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90009,2,1,0,"None",1,1,2,"February",15,"3:00pm-3:59pm",44,44,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",87,"Peterbilt",881,"Peterbilt Medium/Heavy - CBE",63,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",2016,2016,"2NP2HJ7X9GM3","2NP2HJ7X9GM3",2,"N","P",2,"H","J",7,"X",9,"G","M",3,0,"No Trailing Units",57,"US DOT",1704209,1704209,571704209,571704209,3,"26,001 lbs. or more",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2,"Cargo Tank",2,"Yes",2,"Yes",8888,"Not Reported",3,3,1,"No",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",0,"No Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90024,1,1,1,1,2,2,3,"March",1,"1:00am-1:59am",30,30,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",12,"Ford",881,"Ford Medium/Heavy - CBE",63,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",1991,1991,"1FTYS95L9MVA","1FTYS95L9MVA",1,"F","T","Y","S",9,5,"L",9,"M","V","A",0,"No Trailing Units",57,"US DOT",1471789,1471789,571471789,571471789,3,"26,001 lbs. or more",2,"Single-Unit Truck (3 or more axles)",4,"Dump",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",7,"7 Clock Point",6,"Disabling Damage",2,"Towed Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90029,2,1,0,"None",15,15,3,"March",4,"4:00am-4:59am",46,46,38,"Fence",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",59,"Lexus",31,"Lexus ES-250/300/300h/330/ 350",4,"4-door sedan, hardtop",2004,2004,"JTHBA30G0450","JTHBA30G0450","J","T","H","B","A",3,0,"G",0,4,5,0,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",3,"3 Clock Point",6,"Disabling Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90035,2,2,0,"None",25,25,3,"March",15,"3:00pm-3:59pm",14,14,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",23,"GMC",481,"GMC C, K, R, V-series pickup/     Sierra",34,"Light Pickup",2015,2015,"3GTU2UEC8FG3","3GTU2UEC8FG3",3,"G","T","U",2,"U","E","C",8,"F","G",3,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",8,"8 Clock Point",2,"Minor Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90035,3,2,0,"None",25,25,3,"March",15,"3:00pm-3:59pm",14,14,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",98,"Other Make",804,"Other Make Western Star",63,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",2017,2017,"5KKXAM003HPJ","5KKXAM003HPJ",5,"K","K","X","A","M",0,0,3,"H","P","J",1,"One Trailing Unit",57,"US DOT",641681,641681,57641681,57641681,3,"26,001 lbs. or more",4,"Truck Pulling Trailer(s)",3,"Flatbed",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",2,"Minor Damage",3,"Towed Not Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,"5VGFR4330EL0","5VGFR4330EL0",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90050,3,2,0,"None",6,6,4,"April",12,"12:00pm-12:59pm",40,40,12,"Motor Vehicle In-Transport",6,"Angle",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",37,"Honda",32,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",4,"4-door sedan, hardtop",2008,2008,"1HGCP36888A0","1HGCP36888A0",1,"H","G","C","P",3,6,8,8,8,"A",0,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",3,"3 Clock Point",4,"Functional Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90050,4,2,0,"None",6,6,4,"April",12,"12:00pm-12:59pm",40,40,12,"Motor Vehicle In-Transport",6,"Angle",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",34,"BMW",401,"BMW X5 (For 2000-16.  For 2017 on, see model 421).",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2010,2010,"5UXFE4C58AL3","5UXFE4C58AL3",5,"U","X","F","E",4,"C",5,8,"A","L",3,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",2,"2 Clock Point",4,"Functional Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90063,2,1,0,"None",8,8,6,"June",22,"10:00pm-10:59pm",45,45,30,"Utility Pole/Light Support",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",481,"Chevrolet C, K, R, V-series pickup/Silverado",34,"Light Pickup",2003,2003,"1GCGK13U03F2","1GCGK13U03F2",1,"G","C","G","K",1,3,"U",0,3,"F",2,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",10,"10 Clock Point",4,"Functional Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90063,3,1,0,"None",8,8,6,"June",22,"10:00pm-10:59pm",45,45,30,"Utility Pole/Light Support",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",48,"Subaru",34,"Subaru Legacy/Outback(prior to 2003 only; see 045 for 2003 on)",4,"4-door sedan, hardtop",2010,2010,"4S3BMBB68A32","4S3BMBB68A32",4,"S",3,"B","M","B","B",6,8,"A",3,2,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",5,"5 Clock Point",2,"Minor Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90130,2,1,0,"None",8,8,5,"May",20,"8:00pm-8:59pm",11,11,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",14,"Mercury",401,"Mercury Mountaineer",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2004,2004,"4M2ZU86E54UJ","4M2ZU86E54UJ",4,"M",2,"Z","U",8,6,"E",5,4,"U","J",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",7,"7 Clock Point",2,"Minor Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90149,4,3,0,"None",17,17,9,"September",15,"3:00pm-3:59pm",59,59,12,"Motor Vehicle In-Transport",8,"Sideswipe - Opposite Direction",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",63,"KIA",34,"KIA Optima",4,"4-door sedan, hardtop",2009,2009,"KNAGE228X953","KNAGE228X953","K","N","A","G","E",2,2,8,"X",9,5,3,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",2,"Minor Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90207,2,1,0,"None",7,7,12,"December",1,"1:00am-1:59am",42,42,33,"Curb",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",25,"Chevrolet Cruze",4,"4-door sedan, hardtop",2013,2013,"1G1PC5SB7D72","1G1PC5SB7D72",1,"G",1,"P","C",5,"S","B",7,"D",7,2,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",12,"12 Clock Point",6,"Disabling Damage",2,"Towed Due to Disabling Damage",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90214,1,1,0,"None",28,28,10,"October",8,"8:00am-8:59am",59,59,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",63,"KIA",37,"KIA Soul",6,"Station Wagon (excluding van and truck based)",2016,2016,"KNDJP3A50G78","KNDJP3A50G78","K","N","D","J","P",3,"A",5,0,"G",7,8,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",7,"7 Clock Point",4,"Functional Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90215,1,2,0,"None",11,11,10,"October",11,"11:00am-11:59am",0,0,12,"Motor Vehicle In-Transport",7,"Sideswipe - Same Direction",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",42,"Mercedes-Benz",421,"Mercedes-Benz GL Class",15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",2012,2012,"4JGBF7BE1CA7","4JGBF7BE1CA7",4,"J","G","B","F",7,"B","E",1,"C","A",7,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",11,"11 Clock Point",4,"Functional Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
9,"Connecticut",90215,2,2,2,2,11,11,10,"October",11,"11:00am-11:59am",0,0,12,"Motor Vehicle In-Transport",7,"Sideswipe - Same Direction",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",9,"Connecticut",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",98,"Other Make",806,"Other Make Hino",62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",2014,2014,"5PVNJ8JNXE4S","5PVNJ8JNXE4S",5,"P","V","N","J",8,"J","N","X","E",4,"S",0,"No Trailing Units",77,"Not Reported",777777777,"Not Reported",77777777777,"Not Reported",2,"10,001 lbs - 26,000 lbs",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",97,"Other",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",7,"7 Clock Point",4,"Functional Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
12,"Florida",120096,3,2,0,"None",5,5,1,"January",19,"7:00pm-7:59pm",54,54,12,"Motor Vehicle In-Transport",6,"Angle",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",12,"Florida",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",34,"BMW",402,"BMW X3",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2016,2016,"5UXWX9C58G0D","5UXWX9C58G0D",5,"U","X","W","X",9,"C",5,8,"G",0,"D",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",12,"12 Clock Point",6,"Disabling Damage",2,"Towed Due to Disabling Damage",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
12,"Florida",120096,4,2,0,"None",5,5,1,"January",19,"7:00pm-7:59pm",54,54,12,"Motor Vehicle In-Transport",6,"Angle",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",12,"Florida",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",34,"BMW",402,"BMW X3",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2016,2016,"5UXWZ7C57G0R","5UXWZ7C57G0R",5,"U","X","W","Z",7,"C",5,7,"G",0,"R",0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",12,"12 Clock Point",6,"Disabling Damage",2,"Towed Due to Disabling Damage",14,"Parked Motor Vehicle",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
12,"Florida",120124,2,1,0,"None",19,19,1,"January",1,"1:00am-1:59am",29,29,5,"Fell/Jumped from Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",12,"Florida",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",20,"Chevrolet",404,"Chevrolet Equinox",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2012,2012,"2GNALBEK4C61","2GNALBEK4C61",2,"G","N","A","L","B","E","K",4,"C",6,1,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",6,"6 Clock Point",0,"No Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
12,"Florida",120178,2,1,0,"None",1,1,2,"February",21,"9:00pm-9:59pm",17,17,33,"Curb",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",99,"Reported as Unknown",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",63,"KIA",403,"KIA Niro",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2019,2019,"KNDCE3LC1K52","KNDCE3LC1K52","K","N","D","C","E",3,"L","C",1,"K",5,2,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",5,"5 Clock Point",4,"Functional Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
12,"Florida",120187,2,1,0,"None",29,29,1,"January",8,"8:00am-8:59am",10,10,14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,"Motor Vehicle Not In-Transport Within the Trafficway",0,"No",12,"Florida",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",23,"GMC",421,"GMC Fullsize Jimmy/Yukon",15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",1999,1999,"1GKEC13RXXJ7","1GKEC13RXXJ7",1,"G","K","E","C",1,3,"R","X","X","J",7,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",9,"9 Clock Point",2,"Minor Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
12,"Florida",120192,3,3,0,"None",4,4,2,"February",18,"6:00pm-6:59pm",38,38,12,"Motor Vehicle In-Transport",6,"Angle",3,"Motor Vehicle Not In-Transport Outside the Trafficway",0,"No",12,"Florida",6,"Driverless/Motor Vehicle Parked/Stopped Off Roadway",55,"Hyundai",401,"Hyundai Santa Fe",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2016,2016,"5XYZU3LBXGG3","5XYZU3LBXGG3",5,"X","Y","Z","U",3,"L","B","X","G","G",3,0,"No Trailing Units",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable (N/A)",1,"No",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not Applicable",0,"Not a Bus",0,"No Special Use",0,"Not Applicable",0,"No Underride or Override Noted",9,"9 Clock Point",6,"Disabling Damage",5,"Not Towed",12,"Motor Vehicle In-Transport",0,"None",0,"None",0,"No or Not Reported",0,777777777777,"No Trailing Units",777777777777,"No Trailing Units",777777777777,"No Trailing Units"
